region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Essex County,Massachusetts,42.8866359,42.4164005,-70.5744372,-71.2541734,42.628115075398355,-70.969639283127933,976.65,105527,67.992293931471039,71.191391756054784,105190,1323069,769523,799508,3072895,23,6070185,5.75,1517546.25,26579190.631024204,390889983.30769712,210274469.73186561,216169815.52412415,882365423.27154243,6599.9476440429689,1726278882.4662473,"[[0,40564],[5,41729],[10,11872],[15,3718],[20,1556],[25,891],[30,564],[35,457],[40,356],[45,304],[50,288],[55,212],[60,201],[65,160],[70,150],[75,147],[80,110],[85,110],[90,89],[95,82],[100,78],[105,62],[110,78],[115,60],[120,62],[125,65],[130,49],[135,38],[140,40],[145,35],[150,43],[155,41],[160,34],[165,41],[170,37],[175,35],[180,38],[185,28],[190,20],[195,24],[200,22],[205,21],[210,25],[215,22],[220,20],[225,28],[230,14],[235,18],[240,10],[245,15],[250,16],[255,15],[260,19],[265,11],[270,14],[275,10],[280,14],[285,7],[290,14],[295,8],[300,11],[305,21],[310,11],[315,12],[320,4],[325,10],[330,8],[335,15],[340,9],[345,10],[350,5],[355,7],[360,8],[365,7],[370,14],[375,14],[380,5],[385,11],[390,6],[395,7],[400,6],[405,10],[410,11],[415,11],[420,8],[425,9],[430,8],[435,6],[440,1],[445,7],[450,8],[455,4],[460,7],[465,6],[470,4],[475,4],[480,6],[485,4],[490,9],[495,5],[500,7],[505,4],[510,5],[515,7],[520,2],[525,6],[530,2],[535,3],[540,6],[545,7],[550,5],[555,4],[560,2],[565,2],[570,3],[575,4],[585,11],[590,3],[595,5],[600,5],[605,7],[610,3],[615,4],[620,2],[625,4],[630,2],[635,4],[640,2],[645,3],[650,2],[655,5],[665,3],[670,2],[675,1],[680,5],[685,2],[690,1],[695,5],[700,2],[705,2],[710,2],[715,4],[720,2],[725,3],[730,2],[735,4],[740,1],[750,4],[755,3],[760,3],[765,3],[770,5],[775,2],[780,4],[785,1],[790,1],[795,5],[800,3],[805,2],[810,1],[820,2],[825,2],[830,1],[835,1],[840,1],[845,1],[850,1],[855,2],[860,2],[865,1],[870,1],[875,1],[880,1],[890,5],[895,2],[900,2],[905,3],[910,2],[920,3],[925,1],[955,2],[960,2],[975,3],[980,5],[985,3],[990,11],[995,104],[1000,33]]",747445.57586087112,2605
Etowah County,Alabama,34.1984239,33.8564468,-85.7632301,-86.3317145,34.003099699237758,-86.026545622531032,1066.75,5053,41.202494536538566,65.368693402328589,32460,63576,51669,55326,375268,34,578299,8.5,144574.75,9314980.5343628023,21080698.600390594,15920403.261450196,16585174.178240988,122447636.84789436,10445.424841308593,185348893.42233905,"[[0,1441],[5,1346],[10,685],[15,361],[20,204],[25,136],[30,122],[35,76],[40,58],[45,58],[50,59],[55,36],[60,46],[65,30],[70,29],[75,25],[80,17],[85,17],[90,9],[95,16],[100,20],[105,17],[110,13],[115,9],[120,14],[125,14],[130,8],[135,7],[140,6],[145,11],[150,10],[155,6],[160,3],[165,2],[170,4],[175,7],[180,6],[185,3],[190,5],[195,5],[200,4],[205,3],[210,3],[215,4],[220,4],[225,2],[230,1],[235,2],[240,4],[245,2],[250,2],[260,3],[265,1],[270,1],[275,1],[285,1],[295,1],[300,1],[310,3],[315,3],[325,2],[330,3],[335,1],[345,2],[350,3],[355,2],[375,1],[385,1],[390,1],[395,1],[405,2],[410,1],[420,1],[425,1],[430,2],[435,1],[450,1],[455,1],[470,1],[490,2],[525,2],[540,1],[575,2],[600,1],[630,1],[635,1],[650,1],[665,1],[675,1],[705,2],[745,2],[770,1],[835,1],[865,1],[880,1],[990,1],[995,12],[1000,4]]",123843.34541869996,0
Fairbanks North Star,Alaska,65.1153787,64.4647409,-146.0514521,-148.1351688,64.82830649381242,-147.68253415315243,727.6,8249,62.142971544498423,70.86769759450172,5245,159800,93325,76169,758907,40,1093446,10,273361.5,954275.65949096682,35350097.5649017,19013990.313043214,14585342.876797505,153469040.8670195,8344.4749023437489,223372747.2812528,"[[0,1675],[5,2410],[10,1237],[15,639],[20,427],[25,260],[30,185],[35,136],[40,123],[45,90],[50,66],[55,66],[60,69],[65,52],[70,44],[75,42],[80,45],[85,35],[90,29],[95,39],[100,21],[105,29],[110,25],[115,21],[120,21],[125,32],[130,29],[135,21],[140,12],[145,14],[150,14],[155,13],[160,6],[165,11],[170,11],[175,10],[180,7],[185,9],[190,7],[195,7],[200,8],[205,9],[210,13],[215,6],[220,5],[225,5],[230,2],[235,5],[240,2],[245,6],[250,3],[255,8],[260,3],[265,2],[270,4],[275,8],[280,4],[285,4],[290,7],[295,1],[300,7],[305,3],[310,5],[315,2],[320,7],[325,3],[330,2],[335,4],[340,3],[345,5],[350,3],[355,1],[360,5],[365,2],[370,2],[375,1],[380,1],[385,3],[390,1],[395,7],[405,1],[410,2],[415,1],[420,1],[425,2],[430,2],[435,1],[445,1],[460,2],[465,2],[470,3],[475,1],[480,3],[485,2],[490,1],[500,1],[510,2],[515,2],[520,1],[525,1],[540,2],[550,1],[560,1],[565,1],[570,2],[590,1],[595,1],[610,1],[615,1],[640,1],[650,1],[655,1],[670,1],[700,1],[705,2],[730,1],[740,2],[765,2],[775,5],[795,1],[805,2],[810,1],[865,1],[875,1],[885,1],[920,1],[990,1],[995,12],[1000,7]]",92030.762946774063,3
Fairfax County,Virginia,39.0510062,38.629343,-77.0420091,-77.534265,38.84295832958724,-77.257739340905758,1057.3999999999999,37716,20.335671380923667,70.777661011860076,25102,605615,368237,348995,1167058,27,2515007,6.75,628751.75,6647001.8195831319,195302877.35933897,108522973.65252092,101998612.54143092,358707053.93874508,8259.9831176757816,771178519.31161714,"[[0,12017],[5,15535],[10,5371],[15,1542],[20,684],[25,433],[30,308],[35,220],[40,179],[45,121],[50,104],[55,73],[60,55],[65,52],[70,52],[75,51],[80,33],[85,33],[90,16],[95,23],[100,19],[105,26],[110,23],[115,20],[120,16],[125,13],[130,13],[135,14],[140,14],[145,14],[150,17],[155,15],[160,11],[165,13],[170,15],[175,10],[180,15],[185,6],[190,11],[195,9],[200,6],[205,13],[210,9],[215,8],[220,11],[225,8],[230,8],[235,6],[240,7],[245,6],[250,10],[255,6],[260,8],[265,8],[270,13],[275,7],[280,6],[285,6],[290,6],[295,9],[300,4],[305,7],[310,5],[315,4],[320,3],[325,6],[330,6],[335,4],[340,8],[345,3],[350,7],[355,1],[360,3],[365,5],[370,4],[375,3],[380,3],[385,4],[390,4],[395,6],[400,4],[405,6],[410,2],[415,4],[420,5],[425,5],[430,5],[435,7],[445,2],[450,2],[455,2],[460,2],[465,3],[470,5],[475,2],[480,4],[485,3],[490,3],[495,2],[500,2],[505,5],[510,5],[515,2],[520,6],[525,4],[530,4],[535,1],[540,5],[545,1],[550,2],[555,2],[560,3],[565,1],[570,3],[575,3],[585,1],[590,3],[595,2],[600,2],[605,1],[610,4],[615,3],[620,2],[625,1],[630,3],[635,1],[640,2],[645,6],[650,3],[655,3],[670,1],[675,3],[680,1],[685,1],[690,6],[695,1],[700,1],[705,3],[710,2],[715,1],[720,2],[755,2],[760,1],[765,1],[770,1],[775,1],[780,1],[795,1],[800,1],[805,1],[810,1],[815,2],[820,1],[825,1],[840,1],[860,2],[865,1],[870,1],[885,1],[895,1],[905,2],[910,1],[925,1],[930,2],[935,2],[940,1],[950,1],[955,1],[965,1],[970,1],[975,1],[980,1],[985,1],[990,6],[995,33],[1000,16]]",452717.64760506817,155
Fairfield County,Connecticut,41.6586901,40.9878111,-73.069189,-73.7239268,41.220815212369111,-73.366721031518935,1005.55,115882,60.960914844073656,67.889134293732027,113617,1442683,905482,1022302,3034922,24,6519006,6,1629751.5,29306297.737207044,437198553.9861002,250989197.70743123,282943605.37694228,895736855.30161846,7014.0630371093748,1896174510.109272,"[[0,42260],[5,44616],[10,14856],[15,4966],[20,2109],[25,1124],[30,779],[35,526],[40,426],[45,332],[50,292],[55,234],[60,240],[65,212],[70,171],[75,134],[80,119],[85,123],[90,113],[95,118],[100,82],[105,97],[110,90],[115,81],[120,73],[125,65],[130,55],[135,58],[140,51],[145,37],[150,42],[155,48],[160,25],[165,46],[170,45],[175,43],[180,31],[185,22],[190,37],[195,25],[200,28],[205,21],[210,28],[215,29],[220,25],[225,18],[230,21],[235,20],[240,15],[245,26],[250,17],[255,24],[260,17],[265,13],[270,14],[275,15],[280,13],[285,19],[290,15],[295,18],[300,8],[305,16],[310,16],[315,14],[320,19],[325,10],[330,14],[335,7],[340,19],[345,13],[350,12],[355,12],[360,8],[365,11],[370,7],[375,8],[380,8],[385,4],[390,9],[395,8],[400,3],[405,6],[410,4],[415,8],[420,6],[425,5],[430,7],[435,5],[440,3],[445,5],[450,9],[455,6],[460,4],[465,6],[470,3],[475,7],[480,4],[485,5],[490,3],[495,3],[500,6],[505,7],[510,7],[515,12],[520,4],[525,5],[530,5],[535,3],[540,4],[545,7],[550,5],[555,4],[560,5],[565,6],[570,6],[575,4],[580,2],[585,2],[590,4],[595,2],[600,4],[605,2],[610,3],[615,2],[620,4],[625,5],[630,5],[635,4],[640,3],[645,3],[650,2],[655,3],[660,5],[665,2],[670,1],[675,5],[680,3],[685,2],[690,3],[695,2],[700,3],[705,4],[710,2],[715,5],[720,6],[725,2],[730,4],[735,2],[740,1],[750,1],[755,3],[760,3],[765,4],[770,1],[775,1],[780,3],[785,1],[790,2],[795,3],[800,2],[805,1],[815,1],[820,2],[825,1],[830,1],[840,2],[845,2],[850,2],[860,3],[875,1],[885,3],[890,3],[905,1],[910,2],[915,2],[920,2],[925,2],[935,2],[940,2],[945,2],[960,4],[965,2],[985,2],[990,5],[995,70],[1000,22]]",820953.08743547217,1405
Fairfield County,Ohio,39.9398806,39.5572843,-82.4218223,-82.8358098,39.814388544108191,-82.685647073693985,961.35,6596,16.471440647264824,96.715542521994138,18794,90023,83962,93027,93800,33,379606,8.25,94901.5,4762101.1816345239,27290231.559289623,22482329.400787342,25560280.976098619,27312236.744030759,9234.3833984375,107407179.86184035,"[[0,1321],[5,2852],[10,1507],[15,431],[20,137],[25,50],[30,39],[35,29],[40,16],[45,15],[50,11],[55,13],[60,13],[65,13],[70,8],[75,11],[80,5],[85,11],[90,14],[95,22],[100,12],[105,5],[110,2],[115,3],[125,2],[130,4],[140,2],[145,3],[155,1],[160,1],[180,2],[185,2],[190,2],[210,1],[215,1],[225,1],[235,1],[265,1],[275,1],[290,1],[300,1],[325,1],[345,2],[350,1],[360,2],[420,1],[435,1],[460,2],[480,1],[515,1],[560,1],[590,1],[610,1],[650,1],[705,1],[715,1],[830,1],[950,1],[995,4],[1000,5]]",88917.459137318059,6
Faulkner County,Arkansas,35.3670671,34.8775226,-92.1189816,-92.5582502,35.073116339502242,-92.402699182545859,1066.75,28,0.075723156141147968,93.333333333333329,359,480,362,420,237,39,1858,9.75,464.5,98927.591577148443,166827.13863525391,109170.54946899413,127235.05307006836,76943.312561035156,12579.775256347655,579103.64531250019,"[[0,2],[5,12],[10,6],[15,2],[30,2],[35,2],[45,1],[70,1]]",353.83245343495736,0
Fayette County,Tennessee,35.3970917,34.9952887,-89.211697,-89.6436245,35.197909806412618,-89.548733437008238,1043.8,4,0.049327907263534344,100,11,38,21,0,39,24,109,6,27.25,3115.4778564453122,12125.498608398437,6621.7168579101562,0,11006.28310546875,7268.0038574218752,32868.976428222653,"[[5,4]]",20.082951757656243,0
Fayette County,Kentucky,38.2024132,37.8724174,-84.2947561,-84.6475241,38.020578354346512,-84.494155456180522,1003,87208,95.789024736991749,86.287314355823369,376255,1316727,937610,990644,2250426,33,5871662,8.25,1467915.5,98078125.466589034,407521570.56272775,263914993.75880882,283535209.1774528,680680331.36635733,9648.0084228515625,1733730230.3319483,"[[0,19548],[5,33656],[10,18027],[15,6505],[20,2455],[25,1150],[30,762],[35,663],[40,514],[45,377],[50,320],[55,260],[60,209],[65,198],[70,174],[75,164],[80,136],[85,104],[90,105],[95,100],[100,76],[105,76],[110,83],[115,76],[120,51],[125,45],[130,55],[135,44],[140,43],[145,57],[150,32],[155,49],[160,29],[165,33],[170,29],[175,30],[180,25],[185,28],[190,27],[195,17],[200,21],[205,19],[210,20],[215,12],[220,25],[225,17],[230,14],[235,12],[240,12],[245,16],[250,20],[255,12],[260,22],[265,16],[270,14],[275,14],[280,10],[285,18],[290,15],[295,11],[300,9],[305,5],[310,6],[315,8],[320,12],[325,7],[330,11],[335,6],[340,12],[345,10],[350,9],[355,4],[360,7],[365,6],[370,10],[375,15],[380,12],[385,5],[390,4],[395,4],[400,8],[405,4],[410,3],[415,4],[420,8],[425,5],[430,4],[435,8],[440,3],[445,4],[450,5],[455,5],[460,5],[465,5],[470,6],[475,3],[480,4],[485,7],[490,3],[495,4],[500,8],[505,5],[510,4],[515,7],[520,6],[525,5],[530,3],[535,5],[540,7],[545,3],[550,5],[555,4],[560,3],[565,3],[570,3],[575,4],[580,3],[590,3],[595,4],[600,1],[610,1],[615,6],[620,3],[625,3],[630,3],[635,3],[640,1],[645,3],[650,4],[655,2],[660,2],[665,2],[670,1],[675,2],[680,1],[685,1],[690,3],[695,3],[700,4],[705,1],[710,1],[715,1],[720,1],[725,5],[730,2],[740,1],[745,1],[755,3],[765,1],[770,1],[775,1],[780,2],[785,3],[795,1],[800,1],[805,2],[810,1],[815,1],[835,1],[840,4],[845,1],[850,2],[865,1],[870,2],[875,3],[885,1],[895,2],[900,1],[905,1],[910,1],[915,2],[925,1],[930,1],[935,1],[945,1],[950,4],[960,2],[965,1],[975,2],[990,2],[995,70],[1000,25]]",1323906.135082769,145
Fayette County,Georgia,33.5505313,33.2574371,-84.388228,-84.6261034,33.430281674695259,-84.508387621997457,1088.85,27544,97.600893594288763,68.527640941434043,76443,463462,220131,313021,733056,30,1806113,7.5,451528.25,21806972.129580755,151747395.02076402,65549197.6763795,95422599.523141652,241424783.69425038,9275.7735839843754,575950948.044112,"[[0,7881],[5,9828],[10,4666],[15,2059],[20,965],[25,421],[30,255],[35,141],[40,120],[45,89],[50,105],[55,78],[60,54],[65,78],[70,69],[75,35],[80,45],[85,41],[90,33],[95,30],[100,21],[105,24],[110,30],[115,24],[120,19],[125,19],[130,19],[135,16],[140,12],[145,16],[150,13],[155,12],[160,6],[165,13],[170,5],[175,12],[180,8],[185,9],[190,10],[195,4],[200,5],[205,6],[210,4],[215,8],[220,4],[225,4],[230,12],[235,6],[240,8],[245,9],[250,4],[255,2],[260,7],[265,2],[270,2],[275,5],[280,4],[285,3],[290,4],[300,2],[305,2],[310,3],[315,3],[320,3],[325,2],[330,1],[335,1],[340,3],[345,2],[350,1],[355,5],[360,2],[365,1],[375,3],[380,2],[385,1],[390,2],[400,3],[405,1],[415,3],[420,1],[430,1],[435,2],[440,2],[450,2],[455,4],[470,1],[490,1],[510,1],[515,1],[520,1],[525,1],[530,2],[535,1],[540,2],[545,2],[555,2],[575,3],[580,1],[585,1],[590,1],[595,2],[600,1],[610,1],[615,1],[620,1],[625,1],[655,1],[660,2],[665,1],[695,1],[705,2],[730,1],[740,2],[760,2],[765,1],[770,1],[775,1],[785,1],[790,2],[795,1],[810,3],[815,1],[820,1],[865,1],[870,1],[895,2],[900,1],[935,2],[940,1],[950,2],[970,1],[980,1],[985,2],[990,6],[995,25],[1000,5]]",342452.41578757943,53
Flagler County,Florida,29.6705424,29.2639866,-81.1030777,-81.4114356,29.527377120289653,-81.216193814976933,1146.6499999999999,37214,92.855292593900856,94.377520225203526,250284,747067,584152,635854,314998,54,2532355,13.5,633088.75,74211691.300854415,263756380.87231332,186553841.01609695,208067514.48301989,109249186.60774539,17794.539990234374,841838614.28002775,"[[0,2599],[5,8209],[10,10310],[15,7972],[20,4299],[25,1891],[30,718],[35,258],[40,138],[45,84],[50,79],[55,50],[60,53],[65,47],[70,62],[75,43],[80,32],[85,24],[90,28],[95,28],[100,28],[105,17],[110,11],[115,20],[120,26],[125,8],[130,4],[135,12],[140,7],[145,8],[150,10],[155,5],[160,7],[165,2],[170,5],[175,1],[180,3],[185,6],[190,2],[195,4],[200,3],[205,2],[210,5],[230,1],[235,5],[245,1],[255,1],[260,1],[265,2],[270,2],[275,2],[280,2],[290,1],[295,2],[300,2],[305,1],[310,1],[315,1],[320,3],[325,1],[330,1],[335,1],[340,1],[350,2],[355,1],[360,3],[370,1],[390,1],[395,1],[405,1],[410,3],[420,1],[430,1],[435,1],[455,1],[505,1],[515,1],[520,2],[530,1],[545,1],[555,1],[565,1],[570,1],[575,1],[585,2],[605,2],[620,2],[635,1],[640,1],[670,1],[720,1],[820,1],[830,1],[835,1],[850,1],[865,1],[875,1],[885,1],[895,1],[910,1],[985,1],[990,1],[995,12],[1000,2]]",449980.0141306931,3218
Flathead County,Montana,48.9359644,47.6260857,-113.3520304,-114.851584,48.267049117970714,-114.26111715054311,965.6,10036,49.733422192602468,67.2428810720268,16079,142929,92118,123366,384475,33,758967,8.25,189741.75,3947637.5036132797,43137413.091857873,24249079.954016168,33617993.882165551,107481975.97707529,9299.9404785156239,212434100.40872762,"[[0,2756],[5,3019],[10,1784],[15,850],[20,442],[25,237],[30,133],[35,90],[40,84],[45,63],[50,51],[55,39],[60,30],[65,42],[70,31],[75,40],[80,22],[85,21],[90,19],[95,18],[100,14],[105,12],[110,9],[115,14],[120,12],[125,10],[130,6],[135,10],[140,11],[145,7],[150,9],[155,5],[160,5],[165,9],[170,4],[175,7],[180,1],[185,7],[190,6],[195,6],[200,3],[210,3],[215,1],[220,5],[230,1],[240,2],[245,2],[255,6],[260,2],[270,1],[280,4],[290,3],[295,3],[300,1],[305,2],[310,3],[315,1],[320,1],[325,1],[330,1],[335,3],[340,1],[345,1],[355,1],[360,1],[365,2],[370,1],[380,1],[385,1],[405,1],[410,1],[420,2],[435,1],[455,1],[465,1],[480,1],[500,1],[515,1],[520,1],[540,1],[545,1],[550,1],[580,1],[595,2],[600,1],[605,1],[610,1],[615,1],[630,1],[675,1],[725,1],[735,1],[830,1],[845,1],[895,1],[930,1],[990,1],[995,10],[1000,3]]",56487.99971687291,3
Florence County,South Carolina,34.2759343,33.8010092,-79.4366544,-80.0317696,34.129238416364075,-79.774790145364,1101.6,10246,54.822499594747931,75.739207569485515,49218,169822,126065,136033,776033,40,1257171,10,314292.75,14045829.844335936,58108244.289697133,39515589.9990478,42190602.715393074,258044037.96922019,12977.150048828125,411904304.81769204,"[[0,2040],[5,2956],[10,1906],[15,902],[20,456],[25,267],[30,197],[35,126],[40,135],[45,122],[50,86],[55,85],[60,66],[65,70],[70,56],[75,38],[80,40],[85,50],[90,32],[95,33],[100,34],[105,25],[110,30],[115,21],[120,17],[125,12],[130,20],[135,17],[140,13],[145,17],[150,18],[155,16],[160,13],[165,10],[170,11],[175,11],[180,12],[185,7],[190,5],[195,9],[200,9],[205,3],[210,10],[215,7],[220,3],[225,2],[230,6],[235,5],[240,4],[245,4],[250,4],[255,7],[260,3],[265,8],[270,3],[275,6],[280,5],[285,3],[290,2],[295,7],[305,3],[310,4],[315,1],[320,5],[325,2],[330,3],[335,1],[340,3],[345,3],[355,3],[360,3],[365,3],[370,1],[375,1],[380,2],[385,2],[390,2],[395,2],[400,1],[405,1],[410,4],[415,2],[420,5],[435,3],[440,1],[450,1],[455,2],[460,1],[465,2],[470,1],[475,2],[480,1],[485,1],[490,1],[495,2],[500,3],[505,2],[515,3],[525,1],[530,2],[535,1],[545,1],[550,2],[565,1],[570,1],[575,2],[585,3],[595,1],[605,1],[615,2],[625,1],[630,1],[640,2],[655,1],[660,1],[675,1],[690,2],[700,1],[705,1],[720,1],[725,1],[730,1],[735,2],[760,1],[765,1],[770,1],[835,1],[845,1],[850,1],[855,1],[875,1],[885,1],[910,1],[915,1],[955,1],[965,1],[990,3],[995,27],[1000,4]]",241806.97885870066,13
Floyd County,Indiana,38.4163889,38.1863556,-85.7607568,-86.0321445,38.318928452718623,-85.8507049028768,1015.75,19770,70.097919961075291,85.766344193310488,121986,288038,186562,271223,575102,37,1442911,9.25,360727.75,32501382.596929878,91967590.706543267,52480345.015637293,81748627.87973614,176900341.69907826,10972.012915039062,435598287.89792526,"[[0,3919],[5,6599],[10,4623],[15,2129],[20,830],[25,366],[30,182],[35,121],[40,100],[45,75],[50,75],[55,78],[60,35],[65,51],[70,33],[75,30],[80,27],[85,28],[90,12],[95,31],[100,25],[105,31],[110,16],[115,12],[120,18],[125,12],[130,11],[135,8],[140,10],[145,7],[150,12],[155,10],[160,8],[165,4],[170,5],[175,4],[180,2],[185,7],[190,7],[195,7],[200,3],[205,5],[210,3],[215,4],[220,7],[225,3],[230,4],[235,5],[240,3],[245,2],[250,6],[255,3],[260,3],[265,2],[275,2],[280,4],[285,2],[290,1],[295,4],[300,1],[305,3],[315,2],[320,1],[325,3],[330,3],[335,2],[340,4],[345,3],[350,1],[355,2],[360,3],[365,1],[370,1],[375,2],[380,2],[385,1],[395,1],[400,4],[405,2],[410,3],[415,2],[420,2],[425,5],[435,1],[440,2],[445,1],[460,1],[465,2],[470,2],[480,1],[485,2],[495,1],[500,2],[510,1],[520,1],[530,2],[540,3],[545,1],[550,1],[565,1],[585,1],[620,1],[625,1],[635,1],[640,2],[665,1],[670,1],[680,1],[700,2],[715,2],[720,1],[725,2],[740,1],[745,1],[750,1],[755,2],[770,4],[790,1],[805,1],[810,2],[820,1],[825,2],[830,2],[840,1],[885,1],[920,1],[940,1],[950,1],[960,1],[985,2],[990,4],[995,13],[1000,6]]",360611.767428127,31
Floyd County,Georgia,34.4385979,34.0983118,-85.0243002,-85.4008137,34.25779802478764,-85.186352708400818,1065.8999999999999,5805,55.509407840916239,65.8088652080263,37987,97011,75114,82358,516435,34,808905,8.5,202226.25,10648825.271105941,32036852.626940917,22620501.516748041,25194591.621166971,167490172.32241845,10354.868090820311,257990943.35837996,"[[0,1513],[5,1654],[10,735],[15,415],[20,230],[25,145],[30,118],[35,85],[40,95],[45,73],[50,68],[55,63],[60,47],[65,39],[70,37],[75,28],[80,18],[85,20],[90,26],[95,17],[100,18],[105,18],[110,15],[115,12],[120,17],[125,10],[130,6],[135,17],[140,9],[145,5],[150,7],[155,4],[160,13],[165,3],[170,4],[175,5],[180,4],[185,4],[190,4],[195,8],[200,3],[205,2],[210,2],[215,6],[220,5],[225,7],[230,5],[235,6],[240,6],[245,4],[250,2],[255,3],[260,2],[265,5],[270,3],[275,2],[280,4],[285,1],[290,3],[295,1],[300,1],[305,1],[310,7],[320,2],[335,1],[340,6],[345,1],[355,1],[360,2],[365,3],[375,3],[385,3],[390,2],[395,2],[405,3],[410,1],[415,1],[420,2],[430,2],[440,1],[445,1],[450,1],[455,2],[460,1],[465,3],[470,2],[475,1],[480,1],[495,3],[505,1],[510,2],[520,1],[550,1],[575,1],[595,1],[600,1],[620,3],[635,1],[640,1],[665,1],[675,1],[685,1],[695,2],[700,1],[720,1],[745,1],[775,1],[810,1],[835,2],[865,1],[870,1],[930,1],[990,2],[995,24],[1000,10]]",153397.82338135233,2
Fond du Lac County,Wisconsin,43.9364551,43.5533516,-88.1633281,-88.8699823,43.768930846249887,-88.499521647950885,958.8,8027,58.997557224283,61.547308694985432,42099,109820,93227,109093,531819,27,886058,6.75,221514.5,10425863.585034182,33118859.727569625,25177320.608752437,29397148.633557077,153460902.90896595,7404.04951171875,251580095.46387902,"[[0,2999],[5,2013],[10,917],[15,482],[20,257],[25,172],[30,121],[35,93],[40,105],[45,70],[50,55],[55,52],[60,44],[65,42],[70,37],[75,47],[80,32],[85,25],[90,23],[95,19],[100,17],[105,25],[110,26],[115,19],[120,18],[125,10],[130,15],[135,13],[140,12],[145,6],[150,17],[155,10],[160,5],[165,7],[170,5],[175,10],[180,6],[185,3],[190,10],[195,5],[200,3],[205,5],[210,1],[215,4],[220,6],[225,3],[230,4],[235,4],[240,4],[245,3],[250,4],[255,2],[260,3],[265,1],[275,6],[280,3],[285,3],[290,3],[295,1],[300,4],[305,5],[310,2],[315,1],[325,2],[330,2],[345,2],[355,1],[360,2],[370,1],[375,1],[380,1],[390,2],[405,1],[410,2],[415,1],[420,1],[435,2],[440,1],[445,1],[450,3],[460,2],[470,3],[475,1],[480,1],[485,1],[495,1],[515,2],[530,1],[535,1],[545,1],[560,2],[565,1],[570,2],[575,2],[585,3],[595,2],[615,1],[620,1],[655,2],[665,1],[670,1],[685,1],[705,1],[730,1],[735,1],[745,1],[755,1],[765,2],[785,1],[820,1],[860,1],[865,1],[870,1],[900,1],[915,2],[940,1],[950,1],[970,1],[990,1],[995,21],[1000,9]]",197771.53355555615,5
Forrest County,Mississippi,31.4342023,30.9102931,-89.1383138,-89.4237679,31.317863686039168,-89.298827721781066,1084.6,10066,87.601790037414716,84.297797504396613,86050,158414,130225,150947,592945,48,1118581,12,279645.25,24665741.757824723,53616733.587261945,40775553.98557736,46739298.76718159,198481781.24739331,14854.479846191405,364279109.34523809,"[[0,1560],[5,2612],[10,1915],[15,1232],[20,727],[25,376],[30,232],[35,168],[40,137],[45,113],[50,96],[55,63],[60,57],[65,62],[70,54],[75,48],[80,41],[85,33],[90,48],[95,33],[100,30],[105,23],[110,20],[115,18],[120,22],[125,18],[130,14],[135,23],[140,17],[145,11],[150,11],[155,7],[160,6],[165,10],[170,7],[175,7],[180,8],[185,5],[190,7],[195,5],[200,7],[205,8],[210,3],[215,7],[220,3],[225,4],[230,4],[235,4],[240,3],[245,1],[250,1],[255,6],[260,4],[265,3],[270,5],[275,2],[280,4],[285,2],[290,2],[295,3],[300,5],[305,1],[310,2],[315,3],[320,3],[325,1],[330,1],[335,2],[340,1],[350,2],[355,3],[360,1],[365,2],[370,1],[375,2],[380,2],[385,2],[400,2],[405,1],[410,1],[415,3],[420,1],[430,1],[440,1],[445,4],[450,2],[460,2],[470,2],[480,1],[485,3],[490,2],[495,1],[505,1],[510,1],[515,1],[520,1],[530,1],[535,1],[540,1],[550,1],[555,1],[570,1],[580,1],[585,1],[595,1],[600,1],[615,1],[665,1],[690,1],[695,1],[700,1],[705,1],[735,1],[765,1],[795,1],[825,1],[830,1],[840,1],[870,1],[910,1],[915,1],[920,1],[935,1],[995,16],[1000,6]]",216595.28721996414,4
