region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Florida,Florida,30.997973,24.5452176,-80.0313438,-87.5181778,27.91358022129689,-81.751370632732,1162.0824086863911,3682989,68.298566072821018,88.393850380901114,30938608,59204428,44058744,54109998,117370596,51,305682374,12.75,76420593.5,9532882183.5594063,21488700212.387096,14576658961.066673,18050962579.199776,41413457263.617218,17250.183056640624,105062661199.82959,"[[0,406931],[5,890395],[10,918023],[15,620753],[20,333712],[25,162000],[30,80076],[35,45328],[40,30292],[45,22630],[50,17979],[55,15039],[60,12276],[65,10288],[70,8933],[75,7877],[80,6849],[85,6132],[90,5435],[95,4695],[100,4267],[105,4120],[110,3606],[115,3493],[120,3142],[125,2782],[130,2401],[135,2302],[140,2133],[145,1972],[150,1884],[155,1785],[160,1615],[165,1449],[170,1443],[175,1319],[180,1253],[185,1149],[190,1098],[195,958],[200,984],[205,971],[210,868],[215,810],[220,772],[225,747],[230,687],[235,676],[240,693],[245,643],[250,618],[255,613],[260,554],[265,506],[270,475],[275,495],[280,497],[285,444],[290,447],[295,386],[300,414],[305,398],[310,414],[315,381],[320,336],[325,323],[330,327],[335,311],[340,282],[345,287],[350,280],[355,253],[360,300],[365,262],[370,234],[375,224],[380,279],[385,245],[390,278],[395,239],[400,241],[405,214],[410,231],[415,223],[420,185],[425,187],[430,174],[435,197],[440,181],[445,179],[450,158],[455,150],[460,144],[465,162],[470,153],[475,133],[480,141],[485,134],[490,159],[495,146],[500,133],[505,129],[510,140],[515,125],[520,134],[525,144],[530,126],[535,129],[540,129],[545,122],[550,118],[555,115],[560,103],[565,97],[570,92],[575,90],[580,100],[585,98],[590,90],[595,97],[600,76],[605,83],[610,93],[615,95],[620,93],[625,77],[630,96],[635,90],[640,95],[645,76],[650,78],[655,81],[660,75],[665,68],[670,80],[675,72],[680,69],[685,76],[690,83],[695,70],[700,70],[705,71],[710,74],[715,72],[720,67],[725,63],[730,64],[735,74],[740,62],[745,66],[750,59],[755,59],[760,61],[765,53],[770,40],[775,63],[780,48],[785,42],[790,62],[795,44],[800,47],[805,45],[810,45],[815,49],[820,40],[825,44],[830,43],[835,39],[840,34],[845,47],[850,48],[855,38],[860,37],[865,60],[870,38],[875,45],[880,44],[885,39],[890,39],[895,34],[900,40],[905,44],[910,26],[915,41],[920,35],[925,41],[930,32],[935,36],[940,44],[945,35],[950,33],[955,37],[960,30],[965,25],[970,38],[975,31],[980,37],[985,45],[990,149],[995,2499],[1000,1473]]",56405464.097623907,104123
Georgia,Georgia,34.9898842,30.4638584,-80.84099,-85.57119,33.418992328283053,-83.914476538486056,1090.131647229889,1258681,71.708924395446246,70.4803058690985,4611494,19777126,11618154,15064530,50067319,31,101138623,7.75,25284655.75,1314985181.3902729,6568039073.2313261,3505007327.4181876,4658826599.6550627,16529490609.948282,9817.647650146484,32576348791.643192,"[[0,323852],[5,453070],[10,222257],[15,94630],[20,41832],[25,20819],[30,13116],[35,9615],[40,8015],[45,6674],[50,5474],[55,4555],[60,3822],[65,3405],[70,2975],[75,2578],[80,2257],[85,2057],[90,1905],[95,1656],[100,1499],[105,1329],[110,1299],[115,1182],[120,1142],[125,1028],[130,904],[135,857],[140,756],[145,701],[150,748],[155,694],[160,597],[165,559],[170,526],[175,569],[180,476],[185,516],[190,451],[195,430],[200,429],[205,379],[210,360],[215,344],[220,338],[225,349],[230,303],[235,307],[240,297],[245,285],[250,265],[255,236],[260,270],[265,267],[270,234],[275,216],[280,216],[285,228],[290,177],[295,184],[300,190],[305,183],[310,159],[315,163],[320,179],[325,136],[330,158],[335,150],[340,164],[345,129],[350,139],[355,125],[360,119],[365,129],[370,133],[375,136],[380,132],[385,102],[390,119],[395,118],[400,87],[405,91],[410,91],[415,101],[420,98],[425,98],[430,86],[435,84],[440,89],[445,74],[450,94],[455,90],[460,66],[465,91],[470,77],[475,102],[480,73],[485,81],[490,93],[495,90],[500,96],[505,91],[510,83],[515,72],[520,75],[525,80],[530,74],[535,76],[540,78],[545,69],[550,77],[555,68],[560,55],[565,59],[570,70],[575,73],[580,67],[585,58],[590,59],[595,65],[600,62],[605,72],[610,59],[615,48],[620,51],[625,52],[630,70],[635,55],[640,55],[645,57],[650,50],[655,56],[660,61],[665,44],[670,48],[675,45],[680,45],[685,49],[690,43],[695,45],[700,41],[705,40],[710,36],[715,48],[720,43],[725,44],[730,53],[735,26],[740,45],[745,33],[750,46],[755,48],[760,28],[765,45],[770,37],[775,38],[780,41],[785,38],[790,46],[795,45],[800,38],[805,30],[810,34],[815,30],[820,27],[825,28],[830,31],[835,38],[840,40],[845,25],[850,32],[855,28],[860,19],[865,30],[870,30],[875,30],[880,28],[885,28],[890,20],[895,33],[900,29],[905,24],[910,17],[915,16],[920,36],[925,22],[930,33],[935,24],[940,28],[945,24],[950,37],[955,28],[960,27],[965,24],[970,31],[975,30],[980,27],[985,32],[990,125],[995,1864],[1000,1134]]",19480198.026505727,1893
Hawaii,Hawaii,22.2301811,19.0026037,-154.8150442,-159.7843769,21.135300947479436,-157.507900567666,1272.311491131642,193655,69.7170825762913,93.633655994043181,2046633,2642124,2271064,2486461,6522829,52,15969111,13,3992277.75,707620133.13729906,1023350806.2907774,818297755.74420667,925963747.24022269,2529136914.5762606,19004.649877929685,6004369356.988863,"[[0,20905],[5,47668],[10,44788],[15,31933],[20,18513],[25,9541],[30,4917],[35,2969],[40,1986],[45,1394],[50,1027],[55,722],[60,572],[65,499],[70,454],[75,371],[80,353],[85,303],[90,296],[95,233],[100,235],[105,219],[110,196],[115,197],[120,168],[125,162],[130,135],[135,126],[140,116],[145,124],[150,110],[155,108],[160,94],[165,67],[170,80],[175,72],[180,67],[185,63],[190,53],[195,55],[200,67],[205,51],[210,51],[215,42],[220,61],[225,35],[230,48],[235,36],[240,36],[245,33],[250,46],[255,38],[260,42],[265,38],[270,36],[275,26],[280,41],[285,35],[290,25],[295,27],[300,31],[305,25],[310,30],[315,15],[320,23],[325,17],[330,25],[335,14],[340,21],[345,15],[350,22],[355,16],[360,13],[365,18],[370,13],[375,13],[380,17],[385,14],[390,11],[395,11],[400,10],[405,11],[410,15],[415,8],[420,14],[425,14],[430,9],[435,9],[440,8],[445,7],[450,12],[455,9],[460,6],[465,10],[470,7],[475,8],[480,6],[485,7],[490,6],[495,8],[500,3],[505,6],[510,13],[515,3],[520,2],[525,4],[530,9],[535,1],[540,9],[545,5],[550,8],[555,5],[560,7],[565,3],[570,6],[575,7],[580,3],[585,6],[590,6],[595,4],[600,3],[605,3],[610,3],[615,2],[620,2],[625,5],[630,6],[635,1],[640,8],[645,10],[650,5],[655,5],[660,5],[665,3],[675,5],[680,2],[685,2],[690,4],[695,2],[700,2],[705,1],[710,5],[715,3],[720,3],[725,2],[730,1],[735,2],[745,2],[750,1],[755,2],[760,3],[770,2],[775,1],[785,2],[790,1],[795,2],[800,5],[805,2],[810,1],[815,3],[820,3],[825,2],[830,2],[835,2],[840,2],[845,1],[850,6],[855,1],[860,1],[865,1],[875,2],[880,3],[885,1],[890,1],[895,3],[900,1],[905,4],[915,3],[930,1],[935,2],[950,5],[955,1],[960,2],[970,6],[975,1],[980,1],[990,6],[995,82],[1000,24]]",3781027.4646674572,25414
Idaho,Idaho,49.0001179,42.0008019,-111.0468868,-117.0749902,44.3347997629751,-115.4870153176836,1132.1431544577317,279933,65.738601271929738,84.024601087778692,412385,4631714,2554318,3707720,6813466,36,18119603,9,4529900.75,119414592.77981527,1631503374.11064,785643110.92289364,1175270742.9407172,2248417110.1018,12127.322705078124,5960248930.855732,"[[0,51895],[5,100494],[10,64696],[15,28684],[20,11789],[25,5316],[30,3036],[35,1853],[40,1404],[45,1067],[50,849],[55,790],[60,651],[65,551],[70,468],[75,373],[80,377],[85,338],[90,270],[95,269],[100,240],[105,208],[110,195],[115,174],[120,188],[125,171],[130,175],[135,143],[140,129],[145,126],[150,114],[155,114],[160,105],[165,81],[170,96],[175,76],[180,71],[185,67],[190,78],[195,75],[200,66],[205,68],[210,55],[215,58],[220,55],[225,40],[230,52],[235,45],[240,40],[245,37],[250,43],[255,40],[260,34],[265,32],[270,32],[275,26],[280,32],[285,39],[290,28],[295,22],[300,34],[305,29],[310,28],[315,33],[320,32],[325,22],[330,19],[335,16],[340,24],[345,10],[350,24],[355,15],[360,21],[365,18],[370,15],[375,16],[380,18],[385,12],[390,15],[395,12],[400,12],[405,10],[410,15],[415,12],[420,9],[425,23],[430,12],[435,14],[440,10],[445,16],[450,5],[455,13],[460,14],[465,13],[470,15],[475,7],[480,11],[485,5],[490,10],[495,15],[500,9],[505,8],[510,9],[515,10],[520,9],[525,4],[530,7],[535,8],[540,4],[545,10],[550,10],[555,8],[560,7],[565,10],[570,11],[575,9],[580,5],[585,8],[590,5],[595,5],[600,4],[605,5],[610,9],[615,6],[620,6],[625,7],[630,7],[635,2],[640,5],[645,4],[650,4],[655,1],[660,6],[665,1],[670,4],[675,5],[680,8],[685,2],[690,3],[695,3],[700,6],[705,3],[710,4],[715,5],[720,1],[725,6],[730,3],[735,1],[740,3],[745,5],[750,3],[755,4],[760,3],[765,4],[770,2],[775,3],[780,7],[785,2],[790,4],[795,3],[800,4],[810,3],[815,7],[820,3],[825,3],[830,1],[835,7],[840,5],[845,1],[850,3],[855,2],[860,3],[865,3],[870,2],[875,2],[880,5],[885,2],[890,3],[895,3],[900,1],[905,3],[910,1],[925,2],[930,5],[935,2],[940,1],[945,1],[950,1],[955,1],[960,1],[965,3],[970,2],[975,4],[980,2],[985,5],[990,11],[995,156],[1000,55]]",1584879.9193297981,531
Illinois,Illinois,42.5079253,36.9978699,-87.5244485,-91.4387498,41.290517114529983,-88.449555023086162,986.49943634079477,1621978,66.70886807604704,71.3392924295317,4744784,22048515,11149895,15016038,58251140,26,111210372,6.5,27802593,1220211389.8715372,6745159485.721777,3095601176.5898328,4125281176.6070213,17138157976.967821,7507.3862487792967,32324411205.758011,"[[0,552362],[5,588124],[10,227416],[15,88897],[20,38471],[25,21450],[30,14020],[35,10213],[40,7851],[45,6429],[50,5081],[55,4319],[60,3637],[65,3267],[70,2894],[75,2444],[80,2271],[85,2104],[90,1850],[95,1691],[100,1609],[105,1454],[110,1326],[115,1273],[120,1160],[125,1091],[130,988],[135,959],[140,897],[145,818],[150,777],[155,737],[160,665],[165,634],[170,583],[175,550],[180,536],[185,522],[190,516],[195,470],[200,447],[205,413],[210,387],[215,396],[220,367],[225,346],[230,365],[235,337],[240,358],[245,322],[250,310],[255,305],[260,274],[265,270],[270,228],[275,231],[280,255],[285,244],[290,221],[295,203],[300,222],[305,198],[310,215],[315,189],[320,192],[325,176],[330,154],[335,172],[340,159],[345,168],[350,156],[355,165],[360,139],[365,151],[370,147],[375,160],[380,154],[385,154],[390,137],[395,139],[400,120],[405,118],[410,132],[415,124],[420,109],[425,109],[430,105],[435,109],[440,87],[445,106],[450,131],[455,108],[460,97],[465,95],[470,71],[475,81],[480,95],[485,78],[490,86],[495,104],[500,93],[505,96],[510,90],[515,73],[520,70],[525,71],[530,83],[535,69],[540,66],[545,92],[550,60],[555,62],[560,66],[565,63],[570,76],[575,65],[580,66],[585,72],[590,50],[595,63],[600,57],[605,55],[610,69],[615,68],[620,59],[625,58],[630,59],[635,63],[640,68],[645,44],[650,39],[655,46],[660,49],[665,61],[670,56],[675,43],[680,42],[685,46],[690,40],[695,41],[700,47],[705,42],[710,48],[715,39],[720,42],[725,37],[730,42],[735,40],[740,40],[745,42],[750,34],[755,47],[760,36],[765,32],[770,39],[775,35],[780,38],[785,37],[790,29],[795,35],[800,28],[805,35],[810,44],[815,28],[820,35],[825,29],[830,31],[835,42],[840,32],[845,31],[850,44],[855,25],[860,21],[865,22],[870,20],[875,24],[880,28],[885,21],[890,26],[895,25],[900,25],[905,25],[910,25],[915,25],[920,19],[925,25],[930,19],[935,26],[940,19],[945,29],[950,23],[955,18],[960,20],[965,37],[970,36],[975,34],[980,37],[985,33],[990,137],[995,2144],[1000,1287]]",26624991.788623281,2403
Indiana,Indiana,41.7605684,37.8407426,-84.7913146,-87.9397417,40.145438206901105,-86.269886679267174,989.57420679537313,872809,61.048708462606406,75.27064121680533,3643979,13595097,7686289,11123360,26440244,31,62488969,7.75,15622242.25,941480158.43901229,4186334778.0375252,2106331491.2610192,3149021822.6001782,7869177580.643199,8954.9458984375,18252345830.981075,"[[0,235438],[5,308161],[10,162760],[15,67064],[20,25328],[25,12885],[30,8271],[35,6138],[40,4908],[45,3911],[50,3323],[55,2826],[60,2242],[65,2059],[70,1789],[75,1666],[80,1381],[85,1232],[90,1092],[95,1027],[100,899],[105,802],[110,701],[115,706],[120,640],[125,582],[130,543],[135,503],[140,459],[145,441],[150,422],[155,365],[160,337],[165,320],[170,290],[175,292],[180,308],[185,273],[190,271],[195,232],[200,239],[205,204],[210,205],[215,209],[220,197],[225,199],[230,194],[235,174],[240,162],[245,156],[250,149],[255,144],[260,141],[265,143],[270,96],[275,107],[280,103],[285,113],[290,123],[295,110],[300,105],[305,122],[310,101],[315,104],[320,95],[325,79],[330,79],[335,89],[340,108],[345,85],[350,103],[355,94],[360,73],[365,75],[370,77],[375,77],[380,78],[385,75],[390,81],[395,58],[400,54],[405,57],[410,62],[415,70],[420,55],[425,60],[430,44],[435,55],[440,51],[445,42],[450,60],[455,52],[460,43],[465,59],[470,43],[475,38],[480,47],[485,46],[490,43],[495,37],[500,55],[505,36],[510,40],[515,46],[520,59],[525,39],[530,30],[535,31],[540,40],[545,35],[550,38],[555,39],[560,41],[565,34],[570,31],[575,27],[580,31],[585,32],[590,28],[595,31],[600,26],[605,31],[610,31],[615,22],[620,25],[625,43],[630,30],[635,27],[640,37],[645,17],[650,22],[655,18],[660,29],[665,23],[670,26],[675,16],[680,30],[685,15],[690,26],[695,20],[700,25],[705,14],[710,17],[715,22],[720,16],[725,20],[730,21],[735,27],[740,26],[745,16],[750,28],[755,19],[760,21],[765,23],[770,28],[775,21],[780,23],[785,23],[790,25],[795,18],[800,12],[805,21],[810,16],[815,25],[820,14],[825,20],[830,20],[835,20],[840,13],[845,12],[850,13],[855,12],[860,11],[865,16],[870,18],[875,12],[880,20],[885,18],[890,14],[895,22],[900,15],[905,16],[910,8],[915,10],[920,16],[925,11],[930,7],[935,12],[940,20],[945,11],[950,9],[955,15],[960,7],[965,21],[970,14],[975,16],[980,15],[985,15],[990,86],[995,1101],[1000,551]]",15110087.967973292,991
Iowa,Iowa,43.5000971,40.3883928,-90.1713188,-96.5967133,41.939508634806081,-93.215710837756532,1019.5045464583529,292310,54.891054284966621,66.044279559057117,652379,4338359,2681194,3468353,11901375,28,23041660,7,5760415,170256664.14057243,1375017906.5491264,753781332.39056754,990374389.00156248,3573355506.3936248,8292.4862792968743,6862785798.4754629,"[[0,92366],[5,98631],[10,43688],[15,18957],[20,8694],[25,4976],[30,3218],[35,2377],[40,1870],[45,1462],[50,1230],[55,1077],[60,936],[65,755],[70,692],[75,665],[80,600],[85,522],[90,495],[95,418],[100,376],[105,378],[110,300],[115,308],[120,280],[125,255],[130,226],[135,220],[140,244],[145,215],[150,199],[155,171],[160,178],[165,174],[170,135],[175,143],[180,150],[185,121],[190,145],[195,136],[200,92],[205,97],[210,97],[215,91],[220,94],[225,73],[230,76],[235,80],[240,64],[245,73],[250,70],[255,72],[260,75],[265,66],[270,52],[275,61],[280,57],[285,56],[290,56],[295,67],[300,49],[305,54],[310,52],[315,57],[320,63],[325,42],[330,46],[335,32],[340,37],[345,50],[350,41],[355,37],[360,30],[365,37],[370,33],[375,40],[380,40],[385,32],[390,33],[395,28],[400,43],[405,18],[410,34],[415,31],[420,21],[425,24],[430,22],[435,23],[440,22],[445,30],[450,22],[455,16],[460,20],[465,22],[470,16],[475,11],[480,16],[485,22],[490,11],[495,24],[500,13],[505,19],[510,21],[515,11],[520,10],[525,14],[530,22],[535,22],[540,18],[545,10],[550,14],[555,14],[560,17],[565,15],[570,13],[575,11],[580,10],[585,15],[590,10],[595,13],[600,17],[605,10],[610,18],[615,9],[620,15],[625,11],[630,13],[635,7],[640,13],[645,11],[650,11],[655,9],[660,7],[665,7],[670,9],[675,13],[680,6],[685,6],[690,9],[695,8],[700,4],[705,10],[710,6],[715,3],[720,15],[725,8],[730,6],[735,10],[740,9],[745,6],[750,7],[755,8],[760,9],[765,3],[770,7],[775,6],[780,8],[785,8],[790,6],[795,3],[800,8],[805,3],[810,12],[815,5],[820,8],[825,10],[830,8],[835,3],[840,10],[845,6],[850,4],[855,7],[860,10],[865,8],[870,6],[875,4],[880,6],[885,5],[890,5],[895,8],[900,9],[905,7],[910,6],[915,5],[920,5],[925,5],[930,7],[935,7],[940,5],[945,2],[950,3],[955,6],[960,5],[965,8],[970,5],[975,6],[980,5],[985,6],[990,23],[995,423],[1000,210]]",3477285.9669601251,248
Kansas,Kansas,39.9889114,36.9955363,-94.5940048,-101.9994822,38.458593503720614,-96.444271602804321,1110.2941681601858,343595,49.703040759111495,74.541269476251017,589093,5271803,3139357,4252316,13150599,33,26403168,8.25,6600792,169757340.84479064,1825398989.8546197,952691295.550912,1340210850.7896218,4300029239.6530266,10583.576611328124,8588087716.6929483,"[[0,83500],[5,122677],[10,67028],[15,27629],[20,11437],[25,5719],[30,3557],[35,2390],[40,1831],[45,1519],[50,1264],[55,1147],[60,913],[65,835],[70,730],[75,628],[80,608],[85,479],[90,464],[95,418],[100,404],[105,325],[110,360],[115,314],[120,271],[125,284],[130,206],[135,263],[140,212],[145,199],[150,177],[155,193],[160,179],[165,137],[170,125],[175,143],[180,120],[185,116],[190,128],[195,100],[200,113],[205,100],[210,98],[215,90],[220,83],[225,99],[230,86],[235,78],[240,61],[245,68],[250,78],[255,65],[260,86],[265,63],[270,51],[275,72],[280,59],[285,38],[290,58],[295,49],[300,60],[305,55],[310,47],[315,47],[320,48],[325,46],[330,41],[335,35],[340,42],[345,41],[350,42],[355,42],[360,39],[365,38],[370,33],[375,40],[380,31],[385,31],[390,36],[395,30],[400,34],[405,25],[410,24],[415,32],[420,25],[425,24],[430,25],[435,22],[440,25],[445,17],[450,26],[455,33],[460,25],[465,19],[470,25],[475,14],[480,13],[485,20],[490,25],[495,17],[500,31],[505,26],[510,27],[515,28],[520,18],[525,16],[530,16],[535,18],[540,21],[545,26],[550,22],[555,21],[560,20],[565,13],[570,19],[575,20],[580,21],[585,15],[590,11],[595,15],[600,21],[605,16],[610,15],[615,9],[620,20],[625,14],[630,12],[635,19],[640,19],[645,13],[650,13],[655,11],[660,12],[665,15],[670,16],[675,13],[680,6],[685,10],[690,9],[695,7],[700,9],[705,9],[710,8],[715,6],[720,7],[725,3],[730,4],[735,15],[740,12],[745,7],[750,7],[755,3],[760,10],[765,10],[770,6],[775,6],[780,9],[785,17],[790,6],[795,12],[800,9],[805,6],[810,8],[815,7],[820,7],[825,7],[830,10],[835,4],[840,9],[845,5],[850,5],[855,12],[860,8],[865,7],[870,4],[875,5],[880,9],[885,3],[890,5],[895,11],[900,2],[905,6],[910,5],[915,4],[920,1],[925,2],[930,6],[935,5],[940,10],[945,8],[950,9],[955,2],[960,9],[965,1],[970,9],[975,7],[980,13],[985,12],[990,20],[995,448],[1000,217]]",5961386.0814169971,619
Kentucky,Kentucky,39.1410004,36.4980318,-82.0575473,-89.1831165,38.040372183454025,-85.3499120102385,1007.349185376029,495235,57.9894336526843,82.619996563304426,2274442,6899380,4933157,5844761,15350899,31,35302639,7.75,8825659.75,599318375.06597269,2156398836.5024877,1388298303.6247456,1692084038.4390097,4684921329.2418852,9045.8920593261719,10521020882.874111,"[[0,127435],[5,184942],[10,90565],[15,34737],[20,14192],[25,7412],[30,4915],[35,3685],[40,2957],[45,2447],[50,1997],[55,1676],[60,1315],[65,1255],[70,1080],[75,949],[80,814],[85,661],[90,631],[95,559],[100,496],[105,464],[110,445],[115,419],[120,407],[125,354],[130,328],[135,315],[140,286],[145,290],[150,239],[155,231],[160,195],[165,193],[170,162],[175,171],[180,156],[185,152],[190,138],[195,113],[200,124],[205,118],[210,105],[215,102],[220,119],[225,112],[230,97],[235,87],[240,82],[245,83],[250,102],[255,73],[260,76],[265,68],[270,78],[275,66],[280,69],[285,83],[290,81],[295,67],[300,73],[305,55],[310,67],[315,57],[320,62],[325,48],[330,59],[335,52],[340,49],[345,41],[350,53],[355,50],[360,40],[365,39],[370,51],[375,51],[380,53],[385,42],[390,29],[395,27],[400,39],[405,25],[410,36],[415,37],[420,30],[425,23],[430,27],[435,28],[440,29],[445,25],[450,24],[455,25],[460,19],[465,19],[470,27],[475,24],[480,24],[485,29],[490,27],[495,29],[500,33],[505,37],[510,19],[515,25],[520,25],[525,25],[530,21],[535,21],[540,29],[545,17],[550,23],[555,22],[560,28],[565,16],[570,10],[575,16],[580,14],[585,14],[590,15],[595,20],[600,19],[605,15],[610,14],[615,24],[620,14],[625,13],[630,15],[635,15],[640,3],[645,14],[650,15],[655,12],[660,7],[665,14],[670,15],[675,12],[680,6],[685,18],[690,15],[695,6],[700,16],[705,10],[710,4],[715,10],[720,8],[725,17],[730,9],[735,8],[740,9],[745,14],[750,13],[755,18],[760,8],[765,9],[770,6],[775,7],[780,9],[785,9],[790,8],[795,10],[800,5],[805,9],[810,7],[815,16],[820,8],[825,8],[830,11],[835,9],[840,12],[845,15],[850,13],[855,11],[860,6],[865,13],[870,14],[875,9],[880,10],[885,9],[890,5],[895,9],[900,8],[905,5],[910,4],[915,8],[920,7],[925,4],[930,3],[935,8],[940,5],[945,5],[950,11],[955,7],[960,5],[965,2],[970,5],[975,11],[980,8],[985,10],[990,17],[995,595],[1000,344]]",8160218.0030320985,707
Louisiana,Louisiana,33.0186526,29.1177894,-89.353242,-94.0429021,30.642048473758067,-91.3238321784031,1091.6969578059955,740550,71.401959661295919,84.258157300098077,5083703,12017363,8758929,9489131,24675133,44,60024259,11,15006064.75,1468810533.7837307,4090399660.9574475,2739828789.3668089,2945633762.1624079,8270195819.8297787,14140.453491210938,19514868566.100311,"[[0,112573],[5,210193],[10,173424],[15,101152],[20,50260],[25,24263],[30,12909],[35,7879],[40,5720],[45,4353],[50,3540],[55,2989],[60,2501],[65,2150],[70,1875],[75,1696],[80,1567],[85,1333],[90,1221],[95,1152],[100,1000],[105,914],[110,855],[115,717],[120,662],[125,638],[130,601],[135,497],[140,506],[145,526],[150,443],[155,415],[160,384],[165,355],[170,320],[175,312],[180,301],[185,265],[190,262],[195,219],[200,229],[205,210],[210,202],[215,185],[220,172],[225,182],[230,186],[235,144],[240,139],[245,165],[250,139],[255,136],[260,136],[265,111],[270,119],[275,98],[280,102],[285,91],[290,97],[295,102],[300,94],[305,88],[310,71],[315,84],[320,82],[325,70],[330,76],[335,69],[340,62],[345,73],[350,79],[355,62],[360,64],[365,61],[370,63],[375,71],[380,64],[385,51],[390,50],[395,60],[400,57],[405,56],[410,44],[415,39],[420,54],[425,47],[430,42],[435,33],[440,51],[445,44],[450,33],[455,48],[460,45],[465,36],[470,38],[475,31],[480,36],[485,32],[490,31],[495,39],[500,29],[505,45],[510,30],[515,37],[520,32],[525,29],[530,24],[535,19],[540,31],[545,19],[550,14],[555,34],[560,19],[565,19],[570,33],[575,31],[580,28],[585,19],[590,24],[595,13],[600,23],[605,18],[610,15],[615,16],[620,19],[625,17],[630,20],[635,15],[640,18],[645,26],[650,20],[655,21],[660,15],[665,13],[670,16],[675,27],[680,14],[685,20],[690,9],[695,11],[700,23],[705,16],[710,13],[715,14],[720,19],[725,21],[730,13],[735,13],[740,19],[745,15],[750,19],[755,11],[760,10],[765,9],[770,15],[775,13],[780,10],[785,13],[790,5],[795,18],[800,11],[805,8],[810,13],[815,13],[820,8],[825,11],[830,8],[835,8],[840,12],[845,9],[850,7],[855,11],[860,5],[865,11],[870,5],[875,11],[880,11],[885,7],[890,8],[895,12],[900,9],[905,6],[910,8],[915,10],[920,10],[925,6],[930,9],[935,5],[940,8],[945,9],[950,10],[955,8],[960,5],[965,8],[970,14],[975,10],[980,14],[985,4],[990,46],[995,595],[1000,257]]",12154429.210366236,8142
Maine,Maine,47.4591855,42.9818978,-66.9506256,-71.0428724,44.126886490055043,-69.88566195491147,986.65196464532653,84952,38.5256835021471,63.253514415058376,99142,1120083,801368,579410,3652713,23,6252716,5.75,1563179,24965959.120510831,335162976.38277733,225000822.98585552,157063978.82371542,1050619111.7606208,6562.470239257812,1792812849.0734725,"[[0,34168],[5,29318],[10,8723],[15,3370],[20,1685],[25,1018],[30,737],[35,546],[40,457],[45,341],[50,313],[55,270],[60,246],[65,213],[70,179],[75,176],[80,151],[85,134],[90,121],[95,115],[100,135],[105,99],[110,99],[115,110],[120,88],[125,96],[130,74],[135,58],[140,64],[145,56],[150,44],[155,57],[160,49],[165,44],[170,38],[175,41],[180,44],[185,50],[190,44],[195,38],[200,40],[205,26],[210,33],[215,32],[220,24],[225,39],[230,25],[235,31],[240,29],[245,31],[250,19],[255,31],[260,13],[265,13],[270,16],[275,18],[280,15],[285,17],[290,16],[295,18],[300,17],[305,17],[310,12],[315,33],[320,9],[325,14],[330,11],[335,17],[340,12],[345,8],[350,13],[355,16],[360,16],[365,11],[370,16],[375,11],[380,10],[385,11],[390,9],[395,10],[400,11],[405,12],[410,8],[415,14],[420,11],[425,5],[430,6],[435,9],[440,12],[445,3],[450,4],[455,5],[460,6],[465,9],[470,6],[475,6],[480,3],[485,4],[490,4],[495,4],[500,9],[505,7],[510,3],[515,12],[520,7],[525,5],[530,5],[535,5],[540,7],[545,2],[550,1],[555,3],[560,4],[565,3],[570,3],[575,1],[580,3],[585,4],[590,7],[595,8],[600,4],[605,7],[610,3],[615,7],[620,4],[625,3],[630,6],[635,6],[640,5],[645,3],[650,1],[655,5],[660,1],[665,1],[670,4],[675,3],[680,2],[685,5],[690,1],[695,7],[700,3],[705,2],[710,4],[715,3],[720,2],[725,2],[730,1],[735,2],[740,5],[745,2],[750,2],[755,3],[760,4],[765,3],[770,4],[775,3],[780,3],[785,3],[800,2],[805,2],[810,1],[815,3],[825,3],[830,4],[840,2],[845,2],[850,2],[855,5],[860,1],[865,2],[875,1],[880,3],[885,2],[890,2],[895,4],[905,3],[910,1],[925,1],[930,2],[940,1],[945,1],[950,3],[955,1],[960,2],[970,2],[975,2],[980,1],[985,2],[990,4],[995,113],[1000,34]]",776134.18820504774,360
